iteration,time,US-AK,US-AL,US-AR,US-AZ,US-CA,US-CO,US-CT,US-DC,US-DE,US-FL,US-GA,US-HI,US-IA,US-ID,US-IL,US-IN,US-KS,US-KY,US-LA,US-MA,US-MD,US-ME,US-MI,US-MN,US-MO,US-MS,US-MT,US-NC,US-ND,US-NE,US-NH,US-NJ,US-NM,US-NV,US-NY,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VA,US-VT,US-WA,US-WI,US-WV,US-WY
13,1/14/2012 12:00,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774,0.943396226,0.056603774
14,1/15/2012 12:00,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755,0.938679245,0.061320755
15,1/16/2012 12:00,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736,0.933962264,0.066037736
16,1/17/2012 12:00,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717,0.929245283,0.070754717
17,1/18/2012 12:00,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698,0.924528302,0.075471698
18,1/19/2012 12:00,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679,0.919811321,0.080188679
19,1/20/2012 12:00,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566,0.91509434,0.08490566
20,1/21/2012 12:00,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642,0.910377358,0.089622642
21,1/22/2012 12:00,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623,0.905660377,0.094339623
22,1/23/2012 12:00,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604,0.900943396,0.099056604
23,1/24/2012 12:00,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585,0.896226415,0.103773585
24,1/25/2012 12:00,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566,0.891509434,0.108490566
25,1/26/2012 12:00,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547,0.886792453,0.113207547
26,1/27/2012 12:00,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528,0.882075472,0.117924528
27,1/28/2012 12:00,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509,0.877358491,0.122641509
28,1/29/2012 12:00,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491,0.872641509,0.127358491
29,1/30/2012 12:00,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472,0.867924528,0.132075472
30,1/31/2012 12:00,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453,0.863207547,0.136792453
31,2/1/2012 12:00,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434,0.858490566,0.141509434
32,2/2/2012 12:00,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415,0.853773585,0.146226415
33,2/3/2012 12:00,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396,0.849056604,0.150943396
34,2/4/2012 12:00,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377,0.844339623,0.155660377
35,2/5/2012 12:00,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358,0.839622642,0.160377358
36,2/6/2012 12:00,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434,0.83490566,0.16509434
37,2/7/2012 12:00,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321,0.830188679,0.169811321
38,2/8/2012 12:00,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302,0.825471698,0.174528302
39,2/9/2012 12:00,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283,0.820754717,0.179245283
40,2/10/2012 12:00,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264,0.816037736,0.183962264
41,2/11/2012 12:00,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245,0.811320755,0.188679245
42,2/12/2012 12:00,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226,0.806603774,0.193396226
