iteration,time,US-AK,US-AL,US-AR,US-AZ,US-CA,US-CO,US-CT,US-DC,US-DE,US-FL,US-GA,US-HI,US-IA,US-ID,US-IL,US-IN,US-KS,US-KY,US-LA,US-MA,US-MD,US-ME,US-MI,US-MN,US-MO,US-MS,US-MT,US-NC,US-ND,US-NE,US-NH,US-NJ,US-NM,US-NV,US-NY,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VA,US-VT,US-WA,US-WI,US-WV,US-WY
11,1/12/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
12,1/13/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
13,1/14/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
14,1/15/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
15,1/16/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
16,1/17/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
17,1/18/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
18,1/19/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
19,1/20/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
20,1/21/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
21,1/22/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
22,1/23/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
23,1/24/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
24,1/25/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
25,1/26/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
26,1/27/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
27,1/28/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
28,1/29/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
29,1/30/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
30,1/31/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
31,2/1/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
32,2/2/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
33,2/3/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
34,2/4/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
35,2/5/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
36,2/6/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
37,2/7/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
38,2/8/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
39,2/9/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
40,2/10/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
41,2/11/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
42,2/12/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
43,2/13/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
44,2/14/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
45,2/15/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
46,2/16/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
47,2/17/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
48,2/18/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
49,2/19/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
50,2/20/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
51,2/21/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
52,2/22/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
53,2/23/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
54,2/24/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
55,2/25/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
56,2/26/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
57,2/27/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
58,2/28/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
59,2/29/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
60,3/1/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
61,3/2/2012 12:00,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616,0,1,0.962365268,0.83691616
